date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:17:46	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:46%20GMT	http://kpens.us/wp-content/themes/shapely/js/flexslider.min.js?ver=20160222	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/flexslider.min03f7.js	(from http://kpens.us/)
07:17:47	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:46%20GMT	http://kpens.us/wp-content/themes/shapely/js/parallax.min.js?ver=20160115	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/parallax.min146f.js	(from http://kpens.us/)
07:17:47	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:46%20GMT	http://kpens.us/wp-content/themes/shapely/js/owl-carousel/owl.carousel.min.js?ver=20160115	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/owl.carousel.min146f.js	(from http://kpens.us/)
07:17:48	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:47%20GMT	http://kpens.us/wp-includes/js/wp-embed.min.js?ver=4.8	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/wp-embed.minef15.js	(from http://kpens.us/)
07:17:48	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:47%20GMT	http://kpens.us/wp-content/themes/shapely/js/shapely-scripts.js?ver=20160115	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/shapely-scripts146f.js	(from http://kpens.us/)
07:17:49	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:48%20GMT	http://kpens.us/wp-content/themes/shapely/inc/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/glyphicons-halflings-regular.eot	(from http://kpens.us/wp-content/themes/shapely/inc/css/bootstrap.min.css?ver=4.8)
07:17:49	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:49%20GMT	http://kpens.us/wp-content/themes/shapely/inc/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/glyphicons-halflings-regular.woff2	(from http://kpens.us/wp-content/themes/shapely/inc/css/bootstrap.min.css?ver=4.8)
07:17:50	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:49%20GMT	http://kpens.us/wp-content/themes/shapely/inc/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/glyphicons-halflings-regular.woff	(from http://kpens.us/wp-content/themes/shapely/inc/css/bootstrap.min.css?ver=4.8)
07:17:50	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:50%20GMT	http://kpens.us/wp-content/themes/shapely/inc/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/glyphicons-halflings-regular.ttf	(from http://kpens.us/wp-content/themes/shapely/inc/css/bootstrap.min.css?ver=4.8)
07:17:51	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:50%20GMT	http://kpens.us/wp-content/themes/shapely/inc/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/fontawesome-webfont3295.eot	(from http://kpens.us/wp-content/themes/shapely/inc/css/font-awesome.min.css?ver=4.8)
07:17:51	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Jul%202017%2009:58:47%20GMT	http://kpens.us/wp-content/themes/shapely/inc/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/glyphicons-halflings-regulard41d.eot	(from http://kpens.us/wp-content/themes/shapely/inc/css/bootstrap.min.css?ver=4.8)
07:17:51	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:51%20GMT	http://kpens.us/wp-content/themes/shapely/inc/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/fontawesome-webfont3295.woff2	(from http://kpens.us/wp-content/themes/shapely/inc/css/font-awesome.min.css?ver=4.8)
07:17:51	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:51%20GMT	http://kpens.us/wp-content/themes/shapely/inc/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/fontawesome-webfontd41d.eot	(from http://kpens.us/wp-content/themes/shapely/inc/css/font-awesome.min.css?ver=4.8)
07:17:52	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:52%20GMT	http://kpens.us/wp-content/themes/shapely/inc/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/fontawesome-webfont3295.woff	(from http://kpens.us/wp-content/themes/shapely/inc/css/font-awesome.min.css?ver=4.8)
07:17:52	1216/1216	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2006%20Jul%202017%2011:17:52%20GMT	http://kpens.us/wp-content/themes/shapely/js/owl-carousel/owl.video.play.png	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/owl.video.play.png	(from http://kpens.us/wp-content/themes/shapely/js/owl-carousel/owl.carousel.min.css?ver=4.8)
07:17:53	142072/142072	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2006%20Jul%202017%2009:58:47%20GMT	http://kpens.us/wp-content/themes/shapely/inc/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/fontawesome-webfont3295.ttf	(from http://kpens.us/wp-content/themes/shapely/inc/css/font-awesome.min.css?ver=4.8)
07:18:03	765296/765296	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jul%202017%2010:21:38%20GMT	http://kpens.us/wp-content/uploads/2017/07/enjoi_panda_june_2000.jpg	C:/My%20Web%20Sites/skatrr%20prelpofc2/kpens.us/images/enjoi_panda_june_2000.jpg	(from http://kpens.us/)
